fecha,p (mbar),T (degC),Tdew (degC),rh (%),wd (deg)
2014-04-30 13:00:00,983.21,19.7,5.75,40.01,54.11
2014-04-30 14:00:00,982.89,19.9,5.99,40.17,49.98
2014-04-30 15:00:00,982.49,20.0,6.3,40.79,46.57
2014-04-30 16:00:00,982.14,20.02,6.08,40.13,36.69
2014-04-30 17:00:00,982.01,20.04,6.62,41.61,30.63
2014-04-30 18:00:00,981.97,19.72,5.96,40.56,26.74
2014-04-30 19:00:00,981.99,18.35,6.62,46.24,20.23
2014-04-30 20:00:00,982.45,17.22,7.04,51.09,267.6
2014-04-30 21:00:00,983.16,14.69,7.69,62.79,40.15
2014-04-30 22:00:00,983.63,13.17,7.82,69.92,37.97
2014-04-30 23:00:00,983.86,12.43,7.27,70.7,188.7
2014-05-01 00:00:00,984.07,11.5,7.39,75.8,214.5
2014-05-01 01:00:00,983.84,11.37,7.4,76.5,219.9
2014-05-01 02:00:00,983.84,10.98,7.64,79.8,262.0
2014-05-01 03:00:00,983.78,11.25,8.03,80.5,254.4
2014-05-01 04:00:00,983.59,10.48,7.97,84.4,153.7
2014-05-01 05:00:00,983.48,10.38,8.08,85.6,170.2
2014-05-01 06:00:00,983.84,10.98,8.21,83.0,136.8
2014-05-01 07:00:00,984.07,11.08,8.52,84.2,265.8
2014-05-01 08:00:00,984.33,11.82,9.0,82.8,182.9
2014-05-01 09:00:00,984.62,13.05,9.5,79.0,147.2
2014-05-01 10:00:00,984.91,14.13,10.66,79.6,55.4
2014-05-01 11:00:00,984.56,14.95,11.42,79.4,81.9
2014-05-01 12:00:00,984.02,17.29,11.41,68.35,178.7
2014-05-01 13:00:00,983.59,15.78,10.9,72.7,56.04
2014-05-01 14:00:00,983.75,13.06,8.74,75.0,274.5
2014-05-01 15:00:00,983.64,12.85,11.7,92.7,248.6
2014-05-01 16:00:00,983.75,13.57,12.05,90.5,243.8
2014-05-01 17:00:00,983.91,12.24,11.13,92.9,278.6
2014-05-01 18:00:00,983.64,12.4,11.45,93.9,262.7
2014-05-01 19:00:00,984.07,12.02,11.21,94.8,28.28
2014-05-01 20:00:00,984.16,11.57,10.77,94.8,33.84
2014-05-01 21:00:00,984.33,11.38,10.27,92.9,27.29
2014-05-01 22:00:00,984.07,11.31,10.29,93.4,15.32
2014-05-01 23:00:00,984.21,10.91,10.05,94.4,277.6
2014-05-02 00:00:00,984.19,10.55,9.96,96.1,20.15
2014-05-02 01:00:00,984.13,10.24,9.55,95.5,333.6
2014-05-02 02:00:00,984.01,10.44,9.89,96.4,28.27
2014-05-02 03:00:00,983.96,10.55,10.05,96.7,359.3
2014-05-02 04:00:00,983.84,10.71,10.18,96.5,25.07
2014-05-02 05:00:00,984.06,10.68,10.12,96.3,24.77
2014-05-02 06:00:00,984.45,10.72,10.2,96.6,326.1
2014-05-02 07:00:00,985.04,9.04,8.48,96.3,20.61
2014-05-02 08:00:00,985.71,8.02,7.47,96.3,21.08
2014-05-02 09:00:00,986.35,7.63,6.96,95.5,29.45
2014-05-02 10:00:00,987.29,7.38,6.76,95.8,28.51
2014-05-02 11:00:00,988.11,6.91,6.39,96.5,34.46
2014-05-02 12:00:00,988.53,6.22,5.6,95.8,29.6
2014-05-02 13:00:00,989.06,5.77,5.04,95.0,25.57
2014-05-02 14:00:00,989.39,5.53,4.72,94.5,26.03
2014-05-02 15:00:00,989.71,5.51,4.63,94.0,26.81
2014-05-02 16:00:00,990.34,5.52,4.28,91.7,39.2
2014-05-02 17:00:00,990.73,5.06,4.14,93.8,34.18
2014-05-02 18:00:00,991.16,4.97,4.09,94.0,39.83
2014-05-02 19:00:00,992.11,4.57,3.97,95.9,30.81
2014-05-02 20:00:00,992.91,4.07,3.11,93.4,29.97
2014-05-02 21:00:00,993.37,4.17,2.76,90.5,39.99
2014-05-02 22:00:00,993.52,3.96,2.69,91.4,24.1
2014-05-02 23:00:00,993.79,3.93,2.71,91.7,28.35
2014-05-03 00:00:00,993.92,4.07,2.51,89.5,23.55
2014-05-03 01:00:00,993.68,4.07,2.44,89.1,24.98
2014-05-03 02:00:00,993.69,4.07,2.68,90.6,25.2
2014-05-03 03:00:00,994.1,3.9,2.57,91.0,27.13
2014-05-03 04:00:00,994.24,3.93,2.56,90.7,25.68
2014-05-03 05:00:00,994.46,4.07,2.69,90.7,18.21
2014-05-03 06:00:00,994.76,4.39,2.96,90.4,32.73
2014-05-03 07:00:00,995.05,4.81,3.19,89.2,28.2
2014-05-03 08:00:00,995.15,5.45,2.72,82.5,29.52
2014-05-03 09:00:00,995.38,6.61,3.1,78.2,19.08
2014-05-03 10:00:00,995.29,7.8,0.87,61.42,29.17
2014-05-03 11:00:00,995.34,8.85,0.44,55.44,43.3
2014-05-03 12:00:00,995.28,9.72,-0.78,47.82,30.58
2014-05-03 13:00:00,995.55,9.16,0.93,56.26,23.61
2014-05-03 14:00:00,995.46,9.42,0.18,52.35,25.55
2014-05-03 15:00:00,995.47,9.62,0.22,51.8,22.86
2014-05-03 16:00:00,995.28,9.9,-0.67,47.64,28.2
2014-05-03 17:00:00,995.22,9.98,-0.35,48.5,49.43
2014-05-03 18:00:00,995.25,10.14,-0.9,46.09,25.58
2014-05-03 19:00:00,995.39,9.36,-0.39,50.4,241.2
2014-05-03 20:00:00,995.75,7.63,-0.38,56.75,183.1
2014-05-03 21:00:00,996.0,7.1,-0.69,57.51,254.4
2014-05-03 22:00:00,996.25,5.06,0.69,73.3,29.36
2014-05-03 23:00:00,996.55,4.11,-0.54,71.6,244.9
2014-05-04 00:00:00,996.68,3.13,-0.29,78.2,218.9
2014-05-04 01:00:00,996.62,1.99,-0.48,83.6,192.9
2014-05-04 02:00:00,996.38,1.55,-0.12,88.6,241.9
2014-05-04 03:00:00,996.42,0.82,-0.64,89.9,155.0
2014-05-04 04:00:00,996.31,0.4,-0.61,92.9,152.4
2014-05-04 05:00:00,996.56,0.14,-0.78,93.5,188.4
2014-05-04 06:00:00,996.74,1.53,-0.42,86.8,165.0
2014-05-04 07:00:00,996.78,3.09,0.07,80.5,153.0
2014-05-04 08:00:00,996.9,5.48,1.22,73.9,187.4
2014-05-04 09:00:00,996.49,9.04,2.73,64.51,138.0
2014-05-04 10:00:00,996.42,9.29,2.69,63.26,22.52
2014-05-04 11:00:00,996.24,9.43,2.43,61.52,356.9
2014-05-04 12:00:00,995.67,10.02,2.74,60.46,9.83
2014-05-04 13:00:00,995.36,10.98,2.17,54.42,346.7
2014-05-04 14:00:00,994.91,11.48,1.91,51.67,343.1
2014-05-04 15:00:00,994.45,11.91,1.28,48.02,24.72
2014-05-04 16:00:00,994.33,11.68,0.83,47.18,6.63
2014-05-04 17:00:00,994.21,11.84,2.15,51.34,10.99
2014-05-04 18:00:00,994.5,9.75,2.8,61.8,36.59
2014-05-04 19:00:00,994.61,8.49,2.32,65.07,35.37
2014-05-04 20:00:00,994.72,7.57,2.13,68.32,29.19
2014-05-04 21:00:00,995.11,6.6,2.01,72.4,15.46
2014-05-04 22:00:00,995.02,5.7,1.9,76.5,255.2
2014-05-04 23:00:00,995.07,4.61,1.91,82.6,238.7
2014-05-05 00:00:00,994.97,3.84,1.98,87.6,44.37
2014-05-05 01:00:00,994.77,3.65,1.65,86.7,231.1
2014-05-05 02:00:00,994.32,3.2,1.62,89.3,230.3
2014-05-05 03:00:00,993.91,2.92,1.54,90.6,25.26
2014-05-05 04:00:00,993.54,2.49,1.41,92.5,208.8
2014-05-05 05:00:00,993.56,2.6,1.44,92.0,87.5
2014-05-05 06:00:00,993.67,3.1,1.89,91.7,187.7
2014-05-05 07:00:00,993.73,4.0,1.93,86.3,215.5
2014-05-05 08:00:00,993.45,5.84,2.35,78.2,205.1
2014-05-05 09:00:00,993.06,8.85,3.37,68.4,195.1
2014-05-05 10:00:00,992.52,10.38,3.85,63.85,54.7
2014-05-05 11:00:00,991.92,12.74,3.47,53.16,58.19
2014-05-05 12:00:00,991.49,13.19,3.51,51.75,120.1
2014-05-05 13:00:00,991.04,13.91,4.02,51.2,19.71
2014-05-05 14:00:00,990.85,14.37,4.12,50.05,353.7
2014-05-05 15:00:00,990.21,14.8,4.13,48.7,60.99
2014-05-05 16:00:00,989.72,15.16,4.78,49.82,52.26
2014-05-05 17:00:00,989.73,15.19,4.62,49.18,38.36
2014-05-05 18:00:00,989.42,14.9,4.81,50.76,31.47
2014-05-05 19:00:00,989.48,13.71,4.98,55.49,57.72
2014-05-05 20:00:00,989.96,12.39,4.57,58.76,29.91
2014-05-05 21:00:00,990.09,11.54,4.01,59.78,21.06
2014-05-05 22:00:00,990.12,10.31,3.74,63.67,230.6
2014-05-05 23:00:00,990.01,9.79,3.44,64.54,214.2
2014-05-06 00:00:00,989.59,8.61,3.78,71.6,186.2
2014-05-06 01:00:00,988.85,6.74,3.52,79.9,230.5
2014-05-06 02:00:00,988.64,6.07,3.55,83.8,208.7
2014-05-06 03:00:00,988.49,5.45,3.34,86.2,213.6
2014-05-06 04:00:00,987.95,5.43,3.43,86.9,193.5
2014-05-06 05:00:00,987.93,5.45,3.39,86.5,216.5
2014-05-06 06:00:00,987.8,6.32,3.86,84.2,200.0
2014-05-06 07:00:00,987.45,8.27,4.43,76.7,156.0
2014-05-06 08:00:00,987.16,10.67,5.17,68.72,171.8
2014-05-06 09:00:00,986.46,13.41,6.48,62.82,175.1
2014-05-06 10:00:00,985.96,17.43,6.73,49.36,167.4
2014-05-06 11:00:00,985.4,17.62,5.3,44.17,187.6
2014-05-06 12:00:00,984.75,19.6,6.51,42.43,178.5
2014-05-06 13:00:00,984.44,21.01,6.97,40.14,204.0
2014-05-06 14:00:00,984.3,21.14,7.64,41.71,210.4
2014-05-06 15:00:00,984.18,20.29,8.34,46.09,228.3
2014-05-06 16:00:00,983.82,20.25,8.24,45.9,209.0
2014-05-06 17:00:00,983.55,20.11,7.95,45.4,187.1
2014-05-06 18:00:00,983.32,19.3,7.83,47.34,215.0
2014-05-06 19:00:00,983.83,16.16,10.13,67.41,240.9
2014-05-06 20:00:00,983.95,15.92,9.88,67.3,230.4
2014-05-06 21:00:00,984.11,16.27,8.78,61.12,221.3
2014-05-06 22:00:00,983.54,16.24,8.62,60.57,220.1
2014-05-06 23:00:00,983.27,16.04,8.27,59.9,221.0
2014-05-07 00:00:00,982.95,15.21,8.37,63.6,213.0
2014-05-07 01:00:00,982.45,15.48,8.35,62.42,202.8
2014-05-07 02:00:00,981.9,15.13,8.13,62.91,195.9
2014-05-07 03:00:00,981.69,14.59,7.89,64.1,191.5
2014-05-07 04:00:00,981.39,15.12,7.62,60.81,206.9
2014-05-07 05:00:00,981.43,14.9,7.89,62.81,230.3
2014-05-07 06:00:00,982.0,14.54,8.38,66.45,209.9
2014-05-07 07:00:00,982.46,12.04,7.6,74.2,201.5
2014-05-07 08:00:00,983.12,12.19,8.5,78.1,204.2
2014-05-07 09:00:00,983.08,14.6,8.79,68.07,232.5
2014-05-07 10:00:00,983.6,15.09,8.28,63.72,240.0
2014-05-07 11:00:00,983.83,14.84,8.51,65.75,210.0
2014-05-07 12:00:00,984.04,14.92,8.01,63.24,289.5
2014-05-07 13:00:00,984.11,15.37,7.35,58.73,237.4
2014-05-07 14:00:00,984.18,16.86,6.47,50.26,242.1
2014-05-07 15:00:00,984.35,16.26,4.87,46.73,239.5
2014-05-07 16:00:00,984.48,16.7,4.18,43.29,239.5
2014-05-07 17:00:00,984.59,16.77,4.3,43.45,258.3
2014-05-07 18:00:00,984.84,16.72,4.81,45.17,269.3
2014-05-07 19:00:00,985.26,14.76,5.42,53.47,251.2
2014-05-07 20:00:00,985.61,13.76,5.71,58.19,243.7
2014-05-07 21:00:00,986.62,12.28,5.86,64.77,248.8
2014-05-07 22:00:00,986.91,11.77,5.89,67.15,239.7
2014-05-07 23:00:00,986.91,11.12,6.09,71.1,238.3
2014-05-08 00:00:00,986.96,11.04,6.04,71.2,227.3
2014-05-08 01:00:00,986.69,10.2,6.17,76.0,218.9
2014-05-08 02:00:00,986.9,10.22,7.27,81.9,227.3
2014-05-08 03:00:00,986.87,9.96,7.23,83.1,216.3
2014-05-08 04:00:00,986.82,10.36,7.2,80.7,219.1
2014-05-08 05:00:00,986.88,9.31,6.58,83.0,223.1
2014-05-08 06:00:00,987.46,10.23,6.83,79.4,212.1
2014-05-08 07:00:00,987.54,11.78,7.07,72.8,192.1
2014-05-08 08:00:00,987.62,12.94,6.23,63.63,220.8
2014-05-08 09:00:00,987.67,13.64,6.3,61.08,222.6
2014-05-08 10:00:00,987.28,14.47,6.62,59.19,203.7
2014-05-08 11:00:00,986.73,15.12,5.31,51.83,211.6
2014-05-08 12:00:00,986.8,16.15,5.63,49.6,226.5
2014-05-08 13:00:00,986.78,15.9,5.73,50.75,230.7
2014-05-08 14:00:00,986.76,16.48,6.37,51.12,219.0
2014-05-08 15:00:00,986.3,16.83,6.29,49.75,218.0
2014-05-08 16:00:00,985.92,16.44,6.31,51.06,221.8
2014-05-08 17:00:00,985.79,16.01,7.22,55.88,215.1
2014-05-08 18:00:00,985.43,15.35,7.99,61.44,218.0
2014-05-08 19:00:00,985.35,12.35,10.27,87.1,231.8
2014-05-08 20:00:00,985.12,11.77,10.19,90.0,210.5
2014-05-08 21:00:00,984.83,11.63,10.63,93.6,198.3
2014-05-08 22:00:00,984.08,11.42,10.43,93.6,202.6
2014-05-08 23:00:00,983.55,12.08,9.78,85.8,198.8
2014-05-09 00:00:00,982.97,11.85,9.86,87.6,192.7
2014-05-09 01:00:00,982.51,11.74,10.04,89.3,202.1
2014-05-09 02:00:00,982.06,12.12,10.06,87.2,189.0
2014-05-09 03:00:00,981.98,12.36,10.11,86.1,200.1
2014-05-09 04:00:00,982.21,12.39,10.31,87.1,199.1
2014-05-09 05:00:00,982.37,12.33,10.03,85.8,211.7
2014-05-09 06:00:00,983.39,13.11,9.86,80.6,196.5
2014-05-09 07:00:00,983.94,13.93,9.56,74.9,214.2
2014-05-09 08:00:00,984.33,15.56,9.16,65.61,222.3
2014-05-09 09:00:00,984.58,16.57,9.31,62.14,222.1
2014-05-09 10:00:00,984.79,17.13,8.4,56.4,223.2
2014-05-09 11:00:00,984.77,17.28,8.16,54.96,210.4
2014-05-09 12:00:00,985.0,17.0,7.94,55.11,204.6
2014-05-09 13:00:00,985.1,15.22,9.24,67.44,247.4
2014-05-09 14:00:00,984.76,15.33,11.71,79.0,205.1
2014-05-09 15:00:00,984.06,18.62,9.28,54.5,223.5
2014-05-09 16:00:00,983.88,17.17,8.56,56.87,213.0
2014-05-09 17:00:00,983.94,16.73,9.06,60.49,205.3
2014-05-09 18:00:00,983.99,16.55,8.92,60.6,202.9
2014-05-09 19:00:00,984.89,15.48,5.03,49.67,221.5
2014-05-09 20:00:00,985.4,14.25,5.84,56.89,200.2
2014-05-09 21:00:00,986.32,11.74,6.65,70.9,265.6
2014-05-09 22:00:00,987.44,9.38,7.38,87.3,288.8
2014-05-09 23:00:00,987.81,8.21,6.69,90.1,248.9
2014-05-10 00:00:00,987.79,8.02,6.31,88.9,252.4
2014-05-10 01:00:00,988.04,7.45,5.78,89.1,230.4
2014-05-10 02:00:00,987.96,7.38,5.15,85.7,227.7
2014-05-10 03:00:00,988.22,6.91,5.08,88.1,226.0
2014-05-10 04:00:00,988.59,7.22,5.13,86.5,210.0
2014-05-10 05:00:00,988.73,6.76,5.43,91.2,153.7
2014-05-10 06:00:00,989.13,7.96,5.75,85.9,153.2
2014-05-10 07:00:00,989.01,9.64,6.53,80.9,136.8
2014-05-10 08:00:00,988.83,12.25,7.14,70.9,192.8
2014-05-10 09:00:00,988.45,12.53,6.81,68.07,206.4
2014-05-10 10:00:00,987.87,13.21,6.54,63.87,217.2
2014-05-10 11:00:00,987.0,14.08,6.66,60.88,176.9
2014-05-10 12:00:00,986.26,15.03,5.6,53.18,221.2
2014-05-10 13:00:00,985.75,15.38,6.51,55.41,215.9
2014-05-10 14:00:00,984.99,15.43,6.93,56.85,221.1
2014-05-10 15:00:00,984.31,14.23,8.27,67.33,201.7
2014-05-10 16:00:00,983.05,15.05,7.69,61.38,200.0
2014-05-10 17:00:00,982.58,13.58,9.32,75.4,195.6
2014-05-10 18:00:00,981.78,12.3,9.98,85.7,186.1
2014-05-10 19:00:00,980.62,12.42,10.03,85.3,184.2
2014-05-10 20:00:00,980.36,12.13,9.19,82.2,199.3
2014-05-10 21:00:00,980.24,11.34,9.43,88.0,197.0
2014-05-10 22:00:00,979.64,11.22,9.34,88.2,191.0
2014-05-10 23:00:00,978.64,11.38,9.16,86.2,199.0
2014-05-11 00:00:00,978.07,11.17,9.36,88.6,180.3
2014-05-11 01:00:00,978.04,9.73,8.19,90.1,270.1
2014-05-11 02:00:00,978.43,9.56,8.01,90.0,204.1
2014-05-11 03:00:00,978.62,8.95,7.26,89.1,220.1
2014-05-11 04:00:00,978.57,8.02,6.23,88.4,220.3
2014-05-11 05:00:00,978.65,7.74,6.03,88.9,222.7
2014-05-11 06:00:00,978.61,8.86,6.24,83.6,205.8
2014-05-11 07:00:00,978.65,10.48,6.17,74.6,222.5
2014-05-11 08:00:00,978.5,11.53,5.85,68.04,218.5
2014-05-11 09:00:00,979.05,12.31,3.64,55.34,236.7
2014-05-11 10:00:00,978.63,12.94,3.46,52.42,211.0
2014-05-11 11:00:00,978.24,13.44,3.69,51.58,209.9
2014-05-11 12:00:00,978.82,11.88,4.63,61.06,246.2
2014-05-11 13:00:00,978.59,11.82,5.09,63.28,211.3
2014-05-11 14:00:00,978.29,13.45,5.06,56.74,214.2
2014-05-11 15:00:00,978.36,14.85,4.93,51.34,237.7
2014-05-11 16:00:00,978.43,13.1,3.85,53.33,234.3
2014-05-11 17:00:00,978.64,12.46,4.9,59.87,209.1
2014-05-11 18:00:00,978.63,11.88,6.08,67.52,206.6
2014-05-11 19:00:00,978.44,10.83,5.57,69.91,213.2
2014-05-11 20:00:00,978.81,9.81,5.27,73.3,211.6
2014-05-11 21:00:00,979.85,9.14,5.09,75.7,193.9
2014-05-11 22:00:00,980.28,8.62,4.9,77.4,218.4
2014-05-11 23:00:00,980.79,8.69,4.73,76.1,234.0
2014-05-12 00:00:00,981.06,8.0,6.06,87.5,199.4
2014-05-12 01:00:00,981.48,8.12,6.01,86.5,196.7
2014-05-12 02:00:00,981.63,8.08,6.05,87.0,197.5
2014-05-12 03:00:00,981.51,8.32,5.82,84.2,203.1
2014-05-12 04:00:00,981.57,8.01,4.78,80.0,202.6
2014-05-12 05:00:00,981.67,8.26,4.66,78.0,210.4
2014-05-12 06:00:00,982.24,9.19,4.3,71.4,224.0
2014-05-12 07:00:00,982.42,9.19,3.69,68.4,211.1
2014-05-12 08:00:00,982.49,10.64,3.61,61.71,212.8
2014-05-12 09:00:00,983.04,11.21,3.62,59.42,226.5
2014-05-12 10:00:00,983.15,12.21,3.75,56.15,240.9
2014-05-12 11:00:00,983.29,12.74,3.15,51.95,247.4
2014-05-12 12:00:00,982.95,13.79,3.08,48.27,212.4
2014-05-12 13:00:00,982.94,13.68,2.87,47.92,231.5
2014-05-12 14:00:00,982.83,13.36,4.06,53.23,208.9
2014-05-12 15:00:00,982.37,15.31,2.78,42.84,225.0
2014-05-12 16:00:00,982.33,14.56,4.04,49.15,216.8
2014-05-12 17:00:00,982.49,13.91,4.3,52.22,214.8
2014-05-12 18:00:00,982.67,13.88,4.58,53.36,221.1
2014-05-12 19:00:00,983.12,11.78,4.31,60.1,221.2
2014-05-12 20:00:00,983.65,10.8,5.24,68.42,314.0
2014-05-12 21:00:00,984.14,9.81,5.58,74.9,224.8
2014-05-12 22:00:00,984.54,9.66,4.83,71.8,221.9
2014-05-12 23:00:00,984.68,8.41,4.49,76.3,251.2
2014-05-13 00:00:00,984.82,7.97,4.62,79.3,246.7
2014-05-13 01:00:00,984.95,7.51,4.61,81.8,243.8
2014-05-13 02:00:00,985.16,7.73,4.72,81.2,251.9
2014-05-13 03:00:00,985.42,8.22,5.06,80.4,223.8
2014-05-13 04:00:00,985.33,7.83,5.54,85.4,251.0
2014-05-13 05:00:00,985.51,7.93,5.66,85.5,241.9
2014-05-13 06:00:00,985.78,7.52,6.26,91.7,250.8
2014-05-13 07:00:00,986.24,7.88,6.65,91.9,238.4
2014-05-13 08:00:00,986.61,8.81,7.09,88.9,210.8
2014-05-13 09:00:00,986.99,9.32,7.19,86.5,250.1
2014-05-13 10:00:00,987.13,10.61,7.13,79.0,248.7
2014-05-13 11:00:00,987.28,10.98,7.49,79.0,243.5
2014-05-13 12:00:00,987.19,12.33,6.72,68.54,270.2
2014-05-13 13:00:00,986.98,13.01,5.73,61.2,242.4
2014-05-13 14:00:00,987.56,13.19,5.5,59.53,269.1
2014-05-13 15:00:00,987.63,12.19,6.63,68.76,267.3
2014-05-13 16:00:00,988.04,13.62,5.58,58.19,270.1
2014-05-13 17:00:00,988.74,10.86,5.29,68.43,12.71
2014-05-13 18:00:00,989.07,10.22,6.77,79.1,240.4
2014-05-13 19:00:00,989.76,9.52,6.64,82.2,258.6
2014-05-13 20:00:00,990.35,9.13,5.94,80.4,254.9
2014-05-13 21:00:00,991.18,8.86,5.82,81.2,250.4
2014-05-13 22:00:00,991.62,8.59,6.12,84.4,240.6
2014-05-13 23:00:00,992.2,8.51,5.66,82.2,248.1
2014-05-14 00:00:00,992.86,8.54,5.48,81.0,252.3
2014-05-14 01:00:00,993.52,7.7,4.94,82.6,250.2
2014-05-14 02:00:00,994.1,6.72,4.02,82.8,256.7
2014-05-14 03:00:00,994.67,5.96,3.2,82.4,253.1
2014-05-14 04:00:00,995.17,5.55,2.78,82.3,255.9
2014-05-14 05:00:00,995.63,5.62,3.04,83.4,254.1
2014-05-14 06:00:00,996.15,5.92,3.38,83.7,254.3
2014-05-14 07:00:00,996.69,7.88,3.93,76.0,262.2
2014-05-14 08:00:00,997.11,8.6,3.93,72.4,271.3
2014-05-14 09:00:00,997.47,9.03,3.76,69.49,273.6
2014-05-14 10:00:00,997.72,10.54,2.53,57.51,296.6
2014-05-14 11:00:00,997.82,11.93,2.87,53.73,247.3
2014-05-14 12:00:00,997.81,12.09,3.08,53.96,272.2
2014-05-14 13:00:00,997.7,12.96,3.63,52.99,251.0
2014-05-14 14:00:00,998.03,11.53,3.53,57.83,249.5
2014-05-14 15:00:00,998.02,11.32,4.72,63.75,294.6
2014-05-14 16:00:00,998.1,10.92,4.67,65.26,13.92
2014-05-14 17:00:00,998.88,9.49,5.43,75.7,262.6
2014-05-14 18:00:00,999.45,8.49,5.28,80.2,266.7
2014-05-14 19:00:00,999.45,6.86,5.07,88.3,251.0
2014-05-14 20:00:00,1000.04,7.08,4.99,86.5,252.9
2014-05-14 21:00:00,1000.46,7.55,5.33,85.8,243.1
2014-05-14 22:00:00,1000.91,7.43,5.0,84.5,246.2
2014-05-14 23:00:00,1001.25,7.15,5.02,86.3,246.8
2014-05-15 00:00:00,1001.52,6.86,4.82,86.8,245.7
2014-05-15 01:00:00,1001.78,6.28,4.37,87.5,230.4
2014-05-15 02:00:00,1001.95,6.07,4.32,88.5,208.2
2014-05-15 03:00:00,1002.13,6.01,4.02,87.0,226.5
2014-05-15 04:00:00,1002.63,4.96,3.24,88.6,192.4
2014-05-15 05:00:00,1003.24,5.16,2.89,85.2,5.71
2014-05-15 06:00:00,1003.82,5.63,3.3,84.9,236.1
2014-05-15 07:00:00,1004.14,8.06,3.99,75.4,49.0
2014-05-15 08:00:00,1004.44,7.36,3.59,76.9,21.59
2014-05-15 09:00:00,1004.58,8.78,3.53,69.53,26.68
2014-05-15 10:00:00,1004.53,9.89,2.96,61.95,29.11
2014-05-15 11:00:00,1004.48,10.31,3.44,62.29,10.51
2014-05-15 12:00:00,1004.36,10.96,3.86,61.46,26.53
2014-05-15 13:00:00,1004.59,10.53,5.19,69.45,22.82
2014-05-15 14:00:00,1004.53,10.73,6.06,72.8,35.29
2014-05-15 15:00:00,1004.23,11.03,6.35,72.8,343.3
2014-05-15 16:00:00,1003.98,11.77,6.82,71.6,289.9
2014-05-15 17:00:00,1003.73,13.19,7.09,66.43,21.6
2014-05-15 18:00:00,1003.48,12.88,6.83,66.61,57.41
2014-05-15 19:00:00,1003.5,12.43,7.04,69.6,244.7
2014-05-15 20:00:00,1003.69,11.03,7.31,77.8,249.7
2014-05-15 21:00:00,1004.06,10.8,7.13,78.0,245.7
2014-05-15 22:00:00,1004.32,10.53,7.18,79.7,183.1
2014-05-15 23:00:00,1004.34,9.99,6.87,80.9,187.9
2014-05-16 00:00:00,1004.24,9.33,6.39,81.8,190.7
2014-05-16 01:00:00,1004.3,8.14,5.74,84.8,212.7
2014-05-16 02:00:00,1003.97,7.95,5.47,84.3,113.3
2014-05-16 03:00:00,1003.72,7.15,5.2,87.4,192.6
2014-05-16 04:00:00,1003.49,6.59,4.88,88.8,145.7
2014-05-16 05:00:00,1003.38,6.48,4.61,87.8,45.68
2014-05-16 06:00:00,1003.56,7.57,4.76,82.3,13.9
2014-05-16 07:00:00,1003.87,8.5,4.97,78.4,22.54
2014-05-16 08:00:00,1003.47,10.3,5.27,70.9,26.3
2014-05-16 09:00:00,1002.9,11.61,4.75,62.67,32.07
2014-05-16 10:00:00,1002.27,12.64,4.47,57.41,23.44
2014-05-16 11:00:00,1001.84,13.09,4.9,57.45,31.73
2014-05-16 12:00:00,1001.48,13.89,5.11,55.36,31.39
2014-05-16 13:00:00,1000.54,14.91,4.93,51.16,28.71
2014-05-16 14:00:00,999.95,15.22,3.16,44.25,23.75
2014-05-16 15:00:00,999.48,15.53,3.99,46.02,31.85
2014-05-16 16:00:00,998.75,15.62,4.14,46.25,25.22
2014-05-16 17:00:00,998.32,16.18,4.74,46.52,24.39
2014-05-16 18:00:00,997.9,16.1,5.38,48.92,15.55
2014-05-16 19:00:00,997.8,14.93,6.12,55.51,317.8
2014-05-16 20:00:00,997.76,14.02,6.41,60.07,212.3
2014-05-16 21:00:00,997.8,13.38,6.92,64.87,206.4
2014-05-16 22:00:00,997.58,13.26,7.11,66.25,173.4
2014-05-16 23:00:00,997.42,13.02,6.84,66.03,46.21
2014-05-17 00:00:00,997.23,11.96,5.87,66.23,2.8
2014-05-17 01:00:00,996.87,10.91,4.19,63.14,340.0
2014-05-17 02:00:00,996.55,9.85,2.81,61.44,320.4
2014-05-17 03:00:00,996.26,9.3,2.64,63.02,195.7
2014-05-17 04:00:00,996.12,8.99,2.67,64.45,4.99
2014-05-17 05:00:00,995.85,8.24,3.55,72.2,348.7
2014-05-17 06:00:00,996.07,8.84,4.76,75.5,31.62
2014-05-17 07:00:00,996.04,9.21,5.97,80.1,324.7
2014-05-17 08:00:00,995.88,9.66,7.08,83.9,344.9
2014-05-17 09:00:00,995.53,10.84,7.79,81.4,42.72
2014-05-17 10:00:00,995.19,12.06,8.39,78.2,29.25
2014-05-17 11:00:00,994.72,12.81,8.66,75.8,30.38
2014-05-17 12:00:00,993.86,13.91,8.48,69.73,28.93
2014-05-17 13:00:00,993.63,15.1,7.28,59.46,25.44
2014-05-17 14:00:00,993.21,16.01,6.63,53.64,17.21
2014-05-17 15:00:00,992.67,15.88,6.14,52.31,29.84
2014-05-17 16:00:00,992.18,16.98,6.43,49.73,26.5
2014-05-17 17:00:00,991.75,16.85,8.19,56.57,28.2
2014-05-17 18:00:00,991.12,16.36,8.9,61.25,243.2
2014-05-17 19:00:00,990.7,15.84,9.12,64.26,266.3
2014-05-17 20:00:00,990.83,14.92,9.38,69.42,240.1
2014-05-17 21:00:00,991.01,14.56,9.37,71.0,251.7
2014-05-17 22:00:00,990.97,13.92,9.41,74.2,246.1
2014-05-17 23:00:00,990.56,13.3,9.48,77.6,239.7
2014-05-18 00:00:00,991.05,10.78,7.6,80.7,45.35
2014-05-18 01:00:00,990.57,10.71,7.35,79.7,344.8
